sales_sample
fecha,producto,tienda,ventas
2023-02-06,Niños,Tienda Centro,463.18
2023-02-06,Niños,Tienda Oriente,369.94
2023-02-06,Niños,Tienda Poniente,396.96
2023-02-06,Calzado,Tienda Norte,998.16
2023-02-06,Calzado,Tienda Sur,613.23
2023-02-06,Calzado,Tienda Centro,800.32
2023-02-06,Calzado,Tienda Oriente,687.0
2023-02-06,Calzado,Tienda Poniente,785.81
2023-02-06,Hombre,Tienda Norte,842.77
2023-02-06,Hombre,Tienda Sur,547.33
2023-02-06,Hombre,Tienda Centro,738.93
2023-02-06,Hombre,Tienda Oriente,671.42
2023-02-06,Hombre,Tienda Poniente,610.56
2023-02-06,Accesorios,Tienda Norte,78.24
2023-02-06,Accesorios,Tienda Sur,75.0
2023-02-06,Accesorios,Tienda Centro,75.0
2023-02-06,Accesorios,Tienda Oriente,75.0
2023-02-06,Accesorios,Tienda Poniente,75.0
2023-02-07,Mujer,Tienda Norte,3219.75
2023-02-07,Mujer,Tienda Sur,1760.14
2023-02-07,Mujer,Tienda Centro,2510.06
2023-02-07,Mujer,Tienda Oriente,1975.64
2023-02-07,Mujer,Tienda Poniente,2174.55
2023-02-07,Niños,Tienda Norte,571.65
2023-02-07,Niños,Tienda Sur,346.23
2023-02-07,Niños,Tienda Centro,486.8
2023-02-07,Niños,Tienda Oriente,356.5
2023-02-07,Niños,Tienda Poniente,478.77
2023-02-07,Calzado,Tienda Norte,1028.0
2023-02-07,Calzado,Tienda Sur,688.5
2023-02-07,Calzado,Tienda Centro,836.05
2023-02-07,Calzado,Tienda Oriente,726.82
2023-02-07,Calzado,Tienda Poniente,912.64
2023-02-07,Hombre,Tienda Norte,892.27
2023-02-07,Hombre,Tienda Sur,532.67
2023-02-07,Hombre,Tienda Centro,766.67
2023-02-07,Hombre,Tienda Oriente,657.37
2023-02-07,Hombre,Tienda Poniente,737.65
2023-02-07,Accesorios,Tienda Norte,85.32
2023-02-07,Accesorios,Tienda Sur,75.0
2023-02-07,Accesorios,Tienda Centro,75.0
2023-02-07,Accesorios,Tienda Oriente,75.0
2023-02-07,Accesorios,Tienda Poniente,75.0
2023-02-08,Mujer,Tienda Norte,3032.18
2023-02-08,Mujer,Tienda Sur,1666.19
2023-02-08,Mujer,Tienda Centro,2508.92
2023-02-08,Mujer,Tienda Oriente,2185.71
2023-02-08,Mujer,Tienda Poniente,2503.64
2023-02-08,Niños,Tienda Norte,594.53
2023-02-08,Niños,Tienda Sur,361.8
2023-02-08,Niños,Tienda Centro,463.18
2023-02-08,Niños,Tienda Oriente,386.15
2023-02-08,Niños,Tienda Poniente,446.97
2023-02-08,Calzado,Tienda Norte,1077.72
2023-02-08,Calzado,Tienda Sur,665.47
2023-02-08,Calzado,Tienda Centro,872.43
2023-02-08,Calzado,Tienda Oriente,691.63
2023-02-08,Calzado,Tienda Poniente,782.16
2023-02-08,Hombre,Tienda Norte,896.04
2023-02-08,Hombre,Tienda Sur,598.67
2023-02-08,Hombre,Tienda Centro,716.49
2023-02-08,Hombre,Tienda Oriente,644.66
2023-02-08,Hombre,Tienda Poniente,741.98
2023-02-08,Accesorios,Tienda Norte,87.56
2023-02-08,Accesorios,Tienda Sur,75.0
2023-02-08,Accesorios,Tienda Centro,75.0
2023-02-08,Accesorios,Tienda Oriente,75.0
2023-02-08,Accesorios,Tienda Poniente,75.0
2023-02-09,Mujer,Tienda Norte,2772.31
2023-02-09,Mujer,Tienda Sur,1887.59
2023-02-09,Mujer,Tienda Centro,2534.99
2023-02-09,Mujer,Tienda Oriente,2027.07
2023-02-09,Mujer,Tienda Poniente,2545.33
2023-02-09,Niños,Tienda Norte,558.08
2023-02-09,Niños,Tienda Sur,353.94
2023-02-09,Niños,Tienda Centro,479.75
2023-02-09,Niños,Tienda Oriente,382.93
2023-02-09,Niños,Tienda Poniente,476.56
2023-02-09,Calzado,Tienda Norte,1087.42
2023-02-09,Calzado,Tienda Sur,584.15
2023-02-09,Calzado,Tienda Centro,843.43
2023-02-09,Calzado,Tienda Oriente,717.34
2023-02-09,Calzado,Tienda Poniente,810.02
2023-02-09,Hombre,Tienda Norte,853.77
2023-02-09,Hombre,Tienda Sur,501.59
2023-02-09,Hombre,Tienda Centro,702.29
2023-02-09,Hombre,Tienda Oriente,628.8
2023-02-09,Hombre,Tienda Poniente,697.61
2023-02-09,Accesorios,Tienda Norte,80.26
2023-02-09,Accesorios,Tienda Sur,75.0
2023-02-09,Accesorios,Tienda Centro,75.0
2023-02-09,Accesorios,Tienda Oriente,75.0
2023-02-09,Accesorios,Tienda Poniente,75.0
2023-02-10,Mujer,Tienda Norte,2735.08
2023-02-10,Mujer,Tienda Sur,1734.5
2023-02-10,Mujer,Tienda Centro,2362.01
2023-02-10,Mujer,Tienda Oriente,1841.5
2023-02-10,Mujer,Tienda Poniente,2204.84
2023-02-10,Niños,Tienda Norte,520.77
2023-02-10,Niños,Tienda Sur,312.03
2023-02-10,Niños,Tienda Centro,432.14
2023-02-10,Niños,Tienda Oriente,352.41
2023-02-10,Niños,Tienda Poniente,359.75
2023-02-10,Calzado,Tienda Norte,960.35
2023-02-10,Calzado,Tienda Sur,593.72
2023-02-10,Calzado,Tienda Centro,791.74
2023-02-10,Calzado,Tienda Oriente,636.21
2023-02-10,Calzado,Tienda Poniente,746.61
2023-02-10,Hombre,Tienda Norte,928.13
2023-02-10,Hombre,Tienda Sur,527.09
2023-02-10,Hombre,Tienda Centro,705.05
2023-02-10,Hombre,Tienda Oriente,574.38
2023-02-10,Hombre,Tienda Poniente,655.32
2023-02-10,Accesorios,Tienda Norte,75.0
2023-02-10,Accesorios,Tienda Sur,75.0
2023-02-10,Accesorios,Tienda Centro,75.0
2023-02-10,Accesorios,Tienda Oriente,75.0
2023-02-10,Accesorios,Tienda Poniente,75.0
2023-02-11,Mujer,Tienda Norte,2716.89
2023-02-11,Mujer,Tienda Sur,1527.88
2023-02-11,Mujer,Tienda Centro,2257.62
2023-02-11,Mujer,Tienda Oriente,1679.3
2023-02-11,Mujer,Tienda Poniente,2015.49
2023-02-11,Niños,Tienda Norte,514.36
2023-02-11,Niños,Tienda Sur,297.45
2023-02-11,Niños,Tienda Centro,470.22
2023-02-11,Niños,Tienda Oriente,358.79
2023-02-11,Niños,Tienda Poniente,348.95
2023-02-11,Calzado,Tienda Norte,941.18
2023-02-11,Calzado,Tienda Sur,551.09
2023-02-11,Calzado,Tienda Centro,774.19
2023-02-11,Calzado,Tienda Oriente,648.72
2023-02-11,Calzado,Tienda Poniente,718.05
2023-02-11,Hombre,Tienda Norte,733.79
2023-02-11,Hombre,Tienda Sur,474.69
2023-02-11,Hombre,Tienda Centro,722.39
2023-02-11,Hombre,Tienda Oriente,606.66
2023-02-11,Hombre,Tienda Poniente,693.81
2023-02-11,Accesorios,Tienda Norte,77.8
2023-02-11,Accesorios,Tienda Sur,75.0
2023-02-11,Accesorios,Tienda Centro,75.0
2023-02-11,Accesorios,Tienda Oriente,75.0
2023-02-11,Accesorios,Tienda Poniente,75.0
2023-02-12,Mujer,Tienda Norte,2662.48
2023-02-12,Mujer,Tienda Sur,1523.46
2023-02-12,Mujer,Tienda Centro,2452.03
2023-02-12,Mujer,Tienda Oriente,1879.49
2023-02-12,Mujer,Tienda Poniente,1827.02
2023-02-12,Niños,Tienda Norte,520.89
2023-02-12,Niños,Tienda Sur,304.05
2023-02-12,Niños,Tienda Centro,436.72
2023-02-12,Niños,Tienda Oriente,346.87
2023-02-12,Niños,Tienda Poniente,422.42
2023-02-12,Calzado,Tienda Norte,865.03
2023-02-12,Calzado,Tienda Sur,583.26
2023-02-12,Calzado,Tienda Centro,862.2
2023-02-12,Calzado,Tienda Oriente,618.5
2023-02-12,Calzado,Tienda Poniente,725.17
2023-02-12,Hombre,Tienda Norte,845.37
2023-02-12,Hombre,Tienda Sur,496.82
2023-02-12,Hombre,Tienda Centro,731.41
2023-02-12,Hombre,Tienda Oriente,582.16
2023-02-12,Hombre,Tienda Poniente,612.69
2023-02-12,Accesorios,Tienda Norte,79.03
2023-02-12,Accesorios,Tienda Sur,75.0
2023-02-12,Accesorios,Tienda Centro,75.0
2023-02-12,Accesorios,Tienda Oriente,75.0
2023-02-12,Accesorios,Tienda Poniente,75.0
2023-02-13,Mujer,Tienda Norte,2969.86
2023-02-13,Mujer,Tienda Sur,1714.02
2023-02-13,Mujer,Tienda Centro,2425.48
2023-02-13,Mujer,Tienda Oriente,1924.75
2023-02-13,Mujer,Tienda Poniente,2221.16
2023-02-13,Niños,Tienda Norte,544.61
2023-02-13,Niños,Tienda Sur,349.31
2023-02-13,Niños,Tienda Centro,459.34
2023-02-13,Niños,Tienda Oriente,394.17
2023-02-13,Niños,Tienda Poniente,434.8
2023-02-13,Calzado,Tienda Norte,989.75
2023-02-13,Calzado,Tienda Sur,587.33
2023-02-13,Calzado,Tienda Centro,804.35
2023-02-13,Calzado,Tienda Oriente,664.67
2023-02-13,Calzado,Tienda Poniente,729.6
2023-02-13,Hombre,Tienda Norte,929.84
2023-02-13,Hombre,Tienda Sur,548.26
2023-02-13,Hombre,Tienda Centro,812.21
2023-02-13,Hombre,Tienda Oriente,685.48
2023-02-13,Hombre,Tienda Poniente,687.65
2023-02-13,Accesorios,Tienda Norte,75.0
2023-02-13,Accesorios,Tienda Sur,75.0
2023-02-13,Accesorios,Tienda Centro,75.0
2023-02-13,Accesorios,Tienda Oriente,75.0
2023-02-13,Accesorios,Tienda Poniente,75.0
2023-02-14,Mujer,Tienda Norte,3019.71
2023-02-14,Mujer,Tienda Sur,1796.74
2023-02-14,Mujer,Tienda Centro,2435.48
2023-02-14,Mujer,Tienda Oriente,1993.56
2023-02-14,Mujer,Tienda Poniente,2477.44
2023-02-14,Niños,Tienda Norte,577.9
2023-02-14,Niños,Tienda Sur,344.84
2023-02-14,Niños,Tienda Centro,484.27
2023-02-14,Niños,Tienda Oriente,420.26
2023-02-14,Niños,Tienda Poniente,433.97
2023-02-14,Calzado,Tienda Norte,1080.78
2023-02-14,Calzado,Tienda Sur,672.29
2023-02-14,Calzado,Tienda Centro,925.26
2023-02-14,Calzado,Tienda Oriente,778.44
2023-02-14,Calzado,Tienda Poniente,793.61
2023-02-14,Hombre,Tienda Norte,997.36
2023-02-14,Hombre,Tienda Sur,563.21
2023-02-14,Hombre,Tienda Centro,788.72
2023-02-14,Hombre,Tienda Oriente,692.35
2023-02-14,Hombre,Tienda Poniente,757.02
2023-02-14,Accesorios,Tienda Norte,82.26
2023-02-14,Accesorios,Tienda Sur,75.0
2023-02-14,Accesorios,Tienda Centro,75.0
2023-02-14,Accesorios,Tienda Oriente,75.0
2023-02-14,Accesorios,Tienda Poniente,75.0
2023-02-15,Mujer,Tienda Norte,2944.49
2023-02-15,Mujer,Tienda Sur,1885.77
2023-02-15,Mujer,Tienda Centro,2324.49
2023-02-15,Mujer,Tienda Oriente,2132.09
2023-02-15,Mujer,Tienda Poniente,2349.73
2023-02-15,Niños,Tienda Norte,576.57
2023-02-15,Niños,Tienda Sur,380.91
2023-02-15,Niños,Tienda Centro,514.34
2023-02-15,Niños,Tienda Oriente,398.77
2023-02-15,Niños,Tienda Poniente,441.79
2023-02-15,Calzado,Tienda Norte,1108.69
2023-02-15,Calzado,Tienda Sur,617.57
2023-02-15,Calzado,Tienda Centro,896.77
2023-02-15,Calzado,Tienda Oriente,723.9
2023-02-15,Calzado,Tienda Poniente,829.97
2023-02-15,Hombre,Tienda Norte,973.99
2023-02-15,Hombre,Tienda Sur,594.8
2023-02-15,Hombre,Tienda Centro,857.49
2023-02-15,Hombre,Tienda Oriente,674.8
2023-02-15,Hombre,Tienda Poniente,731.96
2023-02-15,Accesorios,Tienda Norte,79.16
2023-02-15,Accesorios,Tienda Sur,75.0
2023-02-15,Accesorios,Tienda Centro,75.0
2023-02-15,Accesorios,Tienda Oriente,75.0
2023-02-15,Accesorios,Tienda Poniente,75.0
2023-02-16,Mujer,Tienda Norte,2927.52
2023-02-16,Mujer,Tienda Sur,1794.53
2023-02-16,Mujer,Tienda Centro,2464.21
2023-02-16,Mujer,Tienda Oriente,2025.26
2023-02-16,Mujer,Tienda Poniente,2072.49
2023-02-16,Niños,Tienda Norte,592.48
2023-02-16,Niños,Tienda Sur,361.84
2023-02-16,Niños,Tienda Centro,508.09
2023-02-16,Niños,Tienda Oriente,435.98
2023-02-16,Niños,Tienda Poniente,432.73
2023-02-16,Calzado,Tienda Norte,1035.82
2023-02-16,Calzado,Tienda Sur,638.77
2023-02-16,Calzado,Tienda Centro,956.06
2023-02-16,Calzado,Tienda Oriente,661.31
2023-02-16,Calzado,Tienda Poniente,815.88
2023-02-16,Hombre,Tienda Norte,868.07
2023-02-16,Hombre,Tienda Sur,505.04
2023-02-16,Hombre,Tienda Centro,714.67
2023-02-16,Hombre,Tienda Oriente,603.6
2023-02-16,Hombre,Tienda Poniente,751.08
2023-02-16,Accesorios,Tienda Norte,77.46
2023-02-16,Accesorios,Tienda Sur,75.0
2023-02-16,Accesorios,Tienda Centro,75.0
2023-02-16,Accesorios,Tienda Oriente,75.0
2023-02-16,Accesorios,Tienda Poniente,75.0
2023-02-17,Mujer,Tienda Norte,2923.09
2023-02-17,Mujer,Tienda Sur,1608.28
2023-02-17,Mujer,Tienda Centro,2237.27
2023-02-17,Mujer,Tienda Oriente,1912.83
2023-02-17,Mujer,Tienda Poniente,2115.26
2023-02-17,Niños,Tienda Norte,573.52
2023-02-17,Niños,Tienda Sur,331.94
2023-02-17,Niños,Tienda Centro,427.01
2023-02-17,Niños,Tienda Oriente,361.1
2023-02-17,Niños,Tienda Poniente,400.97
2023-02-17,Calzado,Tienda Norte,1009.05
2023-02-17,Calzado,Tienda Sur,610.97
2023-02-17,Calzado,Tienda Centro,819.84
2023-02-17,Calzado,Tienda Oriente,703.33
2023-02-17,Calzado,Tienda Poniente,730.34
2023-02-17,Hombre,Tienda Norte,868.51
2023-02-17,Hombre,Tienda Sur,542.79
2023-02-17,Hombre,Tienda Centro,794.97
2023-02-17,Hombre,Tienda Oriente,602.39
2023-02-17,Hombre,Tienda Poniente,661.04
2023-02-17,Accesorios,Tienda Norte,75.0
2023-02-17,Accesorios,Tienda Sur,75.0
2023-02-17,Accesorios,Tienda Centro,75.0
2023-02-17,Accesorios,Tienda Oriente,75.0
2023-02-17,Accesorios,Tienda Poniente,75.0
2023-02-18,Mujer,Tienda Norte,2778.86
2023-02-18,Mujer,Tienda Sur,1514.21
2023-02-18,Mujer,Tienda Centro,2144.93
2023-02-18,Mujer,Tienda Oriente,1925.25
2023-02-18,Mujer,Tienda Poniente,1892.51
2023-02-18,Niños,Tienda Norte,513.19
2023-02-18,Niños,Tienda Sur,318.28
2023-02-18,Niños,Tienda Centro,413.89
2023-02-18,Niños,Tienda Oriente,381.05
2023-02-18,Niños,Tienda Poniente,426.52
2023-02-18,Calzado,Tienda Norte,842.7
2023-02-18,Calzado,Tienda Sur,533.88
2023-02-18,Calzado,Tienda Centro,824.89
2023-02-18,Calzado,Tienda Oriente,605.42
2023-02-18,Calzado,Tienda Poniente,706.13
2023-02-18,Hombre,Tienda Norte,845.64
2023-02-18,Hombre,Tienda Sur,535.15
2023-02-18,Hombre,Tienda Centro,702.81
2023-02-18,Hombre,Tienda Oriente,584.43
2023-02-18,Hombre,Tienda Poniente,620.75
2023-02-18,Accesorios,Tienda Norte,77.59
2023-02-18,Accesorios,Tienda Sur,75.0
2023-02-18,Accesorios,Tienda Centro,75.0
2023-02-18,Accesorios,Tienda Oriente,75.0
2023-02-18,Accesorios,Tienda Poniente,75.0
2023-02-19,Mujer,Tienda Norte,2666.43
2023-02-19,Mujer,Tienda Sur,1641.35
2023-02-19,Mujer,Tienda Centro,2160.33
2023-02-19,Mujer,Tienda Oriente,1935.47
2023-02-19,Mujer,Tienda Poniente,2214.19
2023-02-19,Niños,Tienda Norte,531.37
2023-02-19,Niños,Tienda Sur,334.87
2023-02-19,Niños,Tienda Centro,462.79
2023-02-19,Niños,Tienda Oriente,380.28
2023-02-19,Niños,Tienda Poniente,409.96
2023-02-19,Calzado,Tienda Norte,964.24
2023-02-19,Calzado,Tienda Sur,612.45
2023-02-19,Calzado,Tienda Centro,810.13
2023-02-19,Calzado,Tienda Oriente,628.51
2023-02-19,Calzado,Tienda Poniente,734.83
2023-02-19,Hombre,Tienda Norte,775.44
2023-02-19,Hombre,Tienda Sur,526.61
2023-02-19,Hombre,Tienda Centro,739.22
2023-02-19,Hombre,Tienda Oriente,629.11
2023-02-19,Hombre,Tienda Poniente,663.42
2023-02-19,Accesorios,Tienda Norte,77.62
2023-02-19,Accesorios,Tienda Sur,75.0
2023-02-19,Accesorios,Tienda Centro,75.0
2023-02-19,Accesorios,Tienda Oriente,75.0
2023-02-19,Accesorios,Tienda Poniente,75.0
2023-02-20,Mujer,Tienda Norte,2681.96
2023-02-20,Mujer,Tienda Sur,1815.35
2023-02-20,Mujer,Tienda Centro,2400.71
2023-02-20,Mujer,Tienda Oriente,2036.38
2023-02-20,Mujer,Tienda Poniente,2211.43
2023-02-20,Niños,Tienda Norte,586.7
2023-02-20,Niños,Tienda Sur,361.31
2023-02-20,Niños,Tienda Centro,459.04
2023-02-20,Niños,Tienda Oriente,382.3
2023-02-20,Niños,Tienda Poniente,419.57
2023-02-20,Calzado,Tienda Norte,939.53
2023-02-20,Calzado,Tienda Sur,645.37
2023-02-20,Calzado,Tienda Centro,908.05
2023-02-20,Calzado,Tienda Oriente,703.6
2023-02-20,Calzado,Tienda Poniente,763.98
2023-02-20,Hombre,Tienda Norte,958.57
2023-02-20,Hombre,Tienda Sur,499.7
2023-02-20,Hombre,Tienda Centro,778.13
2023-02-20,Hombre,Tienda Oriente,635.64
2023-02-20,Hombre,Tienda Poniente,682.84
2023-02-20,Accesorios,Tienda Norte,84.19
2023-02-20,Accesorios,Tienda Sur,75.0
2023-02-20,Accesorios,Tienda Centro,75.0
2023-02-20,Accesorios,Tienda Oriente,75.0
2023-02-20,Accesorios,Tienda Poniente,75.0
2023-02-21,Mujer,Tienda Norte,2972.4
2023-02-21,Mujer,Tienda Sur,1763.52
2023-02-21,Mujer,Tienda Centro,2729.64
2023-02-21,Mujer,Tienda Oriente,2200.69
2023-02-21,Mujer,Tienda Poniente,2421.52
2023-02-21,Niños,Tienda Norte,565.12
2023-02-21,Niños,Tienda Sur,398.89
2023-02-21,Niños,Tienda Centro,546.24
2023-02-21,Niños,Tienda Oriente,414.46
2023-02-21,Niños,Tienda Poniente,438.53
2023-02-21,Calzado,Tienda Norte,1037.88
2023-02-21,Calzado,Tienda Sur,676.29
2023-02-21,Calzado,Tienda Centro,876.33
2023-02-21,Calzado,Tienda Oriente,745.92
2023-02-21,Calzado,Tienda Poniente,869.87
2023-02-21,Hombre,Tienda Norte,903.79
2023-02-21,Hombre,Tienda Sur,648.38
